3	49171908
4	11692376
6	10662546
2	10290572
1	8950222
7	8923837
5	4945471
8	2166275
10	823241
9	568827
181	440646
19	420722
16	407100
12	381972
14	365765
13	363834
11	331132
182	282056
20	252513
15	250779
18	247149
177	206524
17	173586
180	166412
173	160998
24	156166
175	155375
166	152650
174	151910
30	138070
22	119137
170	116095
21	112750
176	111136
178	108468
26	106189
138	102063
23	97007
28	90221
165	85442
25	82543
172	76984
27	70248
171	67577
32	67086
169	61618
183	60975
40	60885
29	56580
137	55209
168	54393
31	47852
34	46477
36	45170
33	38039
804	36569
38	36522
48	33202
42	32421
876	31401
35	31008
828	30732
846	30080
810	29904
39	29463
50	29329
792	28513
798	27965
840	27464
858	27416
780	27175
816	26971
834	26908
37	26614
864	26290
44	26122
756	24588
167	24447
46	24074
179	23571
45	23132
139	21947
762	21884
64	20927
786	20920
852	20884
47	20826
822	20753
41	20510
870	20362
49	20324
60	19971
136	19323
882	19279
43	19032
750	18866
52	18081
51	18002
54	17831
900	17615
894	17478
56	16907
918	16374
768	16248
59	15846
65	15332
888	15317
12018	15309
12015	15037
720	14761
774	14403
726	13517
732	13391
744	13304
58	13293
906	13240
164	12938
12021	11484
140	11456
70	11402
665	11121
135	11052
738	10831
66	10732
101	10511
67	10477
72	10396
80	10369
660	10298
700	10148
725	10020
63	10018
55	9930
53	9882
57	9846
942	9785
635	9682
690	9649
695	9148
68	9096
62	8953
924	8733
74	8730
936	8128
675	8024
714	8024
61	8012
640	7837
78	7723
680	7611
90	7573
79	7345
84	6925
678	6777
88	6690
696	6679
670	6655
76	6577
760	6546
71	6542
685	6318
650	6205
655	6154
620	6125
625	6085
69	6072
75	6010
96	5938
715	5855
730	5824
615	5756
100	5677
82	5644
163	5632
966	5620
98	5420
705	5372
710	5313
770	5245
92	5243
912	5198
930	5059
81	5020
162	4857
755	4804
708	4800
77	4783
86	4773
735	4771
73	4741
610	4719
102	4674
765	4672
120	4500
104	4393
110	4300
85	4292
960	4264
87	4263
948	4198
94	4172
108	4165
83	4000
580	3964
954	3906
89	3904
99	3877
12012	3793
93	3748
630	3736
91	3717
745	3570
95	3562
106	3560
112	3513
97	3485
105	3443
114	3435
161	3058
118	3037
184	3020
128	3014
130	3003
560	2991
122	2980
111	2950
103	2901
117	2896
109	2869
684	2853
116	2848
645	2800
107	2750
740	2746
126	2731
124	2706
132	2688
115	2615
144	2553
775	2489
702	2479
113	2472
150	2430
600	2425
123	2410
129	2369
119	2326
121	2311
125	2306
160	2194
127	2187
134	2082
148	2011
141	1984
154	1981
131	1966
133	1958
156	1936
152	1901
146	1847
142	1804
575	1777
158	1772
147	1767
672	1746
143	1734
145	1732
153	1649
149	1628
159	1625
155	1589
605	1582
157	1574
151	1525
192	1515
1062	1510
1014	1476
666	1378
984	1346
1080	1338
190	1334
186	1329
978	1321
210	1312
590	1295
200	1269
1020	1266
188	1264
204	1251
627	1243
198	1232
271	1227
1010	1196
189	1181
195	1174
196	1138
185	1128
187	1122
201	1106
1032	1097
595	1083
654	1067
194	1067
208	1063
240	1046
191	1041
207	1031
216	1021
199	1011
320	1009
193	989
197	987
202	983
252	939
228	931
206	916
205	911
209	908
224	899
203	897
213	892
222	891
220	876
219	875
225	874
234	869
214	866
212	847
565	847
218	844
230	841
211	820
215	811
232	786
231	779
1009	777
785	769
227	768
221	766
238	759
244	752
217	747
226	741
237	739
243	731
258	727
229	718
236	713
250	696
270	691
280	691
264	687
223	682
260	680
246	675
248	674
242	671
585	662
233	657
249	657
239	638
795	636
255	633
256	629
247	625
235	620
261	618
245	617
254	594
241	593
323	584
253	583
266	580
545	576
251	572
267	567
257	559
288	554
309	547
263	539
259	538
300	533
272	529
273	523
282	523
276	521
268	521
274	512
279	509
277	507
262	507
294	507
301	500
265	499
291	490
360	489
312	486
275	481
286	474
285	468
269	467
278	465
290	458
860	446
287	446
297	444
805	439
281	437
284	436
308	436
318	419
400	414
292	412
304	410
330	410
315	405
298	403
295	403
283	402
390	400
303	398
306	392
289	392
790	387
296	384
310	382
324	380
302	379
550	377
305	375
307	375
336	373
314	370
293	369
322	364
321	361
299	361
316	360
325	343
333	342
378	341
328	337
313	336
348	334
317	334
311	328
342	325
345	319
384	314
800	312
351	309
340	305
803	304
372	303
350	302
616	302
337	301
319	300
334	300
326	298
332	297
327	296
412	295
338	292
354	292
329	291
570	286
344	285
370	285
850	284
484	284
331	284
349	280
339	279
347	279
366	277
357	276
420	273
364	272
555	270
358	262
341	261
335	259
352	259
353	255
1008	253
346	253
355	251
369	251
363	248
380	241
373	240
376	237
343	236
375	236
396	235
356	235
359	233
367	232
387	231
374	229
361	225
377	225
402	225
414	222
365	218
393	217
362	217
411	216
368	214
443	212
381	211
382	211
405	211
399	210
815	209
379	207
385	206
397	206
408	205
504	205
371	205
404	205
395	203
440	202
465	201
394	201
392	200
386	199
403	198
426	197
669	196
820	195
388	194
410	192
421	191
398	191
406	191
480	189
391	189
383	187
448	187
644	186
442	180
417	178
450	177
423	177
389	176
444	174
438	173
456	172
435	170
468	168
466	168
418	168
422	167
415	167
428	166
432	166
430	166
492	166
401	164
407	164
416	163
515	161
419	160
447	158
441	154
429	153
540	151
425	148
462	148
728	148
413	147
460	146
409	146
434	145
436	144
455	144
474	143
453	143
459	142
476	142
437	141
574	139
532	139
1736	138
481	137
445	136
431	136
424	135
520	134
528	133
427	132
522	132
451	132
446	130
454	130
1414	129
493	129
433	128
470	128
742	127
452	127
477	126
490	126
471	126
461	126
439	125
1045	125
588	125
457	124
472	123
467	122
489	121
458	120
449	119
512	117
1400	117
486	117
469	117
516	116
464	116
980	115
494	115
1606	115
495	114
496	114
658	114
507	113
510	113
479	112
530	112
508	112
546	111
531	111
514	111
518	110
564	110
500	110
483	110
502	109
2548	107
534	107
513	107
488	107
491	107
473	104
519	104
485	103
463	103
511	102
475	101
548	101
503	101
487	101
498	100
536	98
478	97
576	97
552	97
501	96
524	95
624	94
482	94
561	91
537	90
525	89
543	89
499	88
2450	88
558	88
506	88
572	87
559	87
533	87
606	85
542	84
509	83
603	82
2758	82
538	81
612	80
523	80
526	80
551	79
1011	79
568	78
594	78
497	78
608	77
517	77
567	77
582	76
812	76
618	75
2646	75
1806	74
562	74
581	73
573	73
549	72
505	72
566	72
521	71
535	71
602	71
845	71
553	70
597	70
1064	70
910	70
554	70
556	70
633	69
636	69
1078	69
544	68
569	68
717	68
584	68
578	67
587	67
648	67
541	67
599	67
539	66
579	66
994	66
557	65
571	65
1254	64
652	64
686	64
527	63
613	63
547	63
2226	63
896	62
642	61
591	61
628	61
596	60
586	60
693	59
577	58
653	58
1344	58
598	58
621	58
529	57
604	57
634	57
663	57
609	57
622	57
1190	57
651	57
2072	57
2212	56
619	55
601	55
563	55
1568	54
626	54
583	53
637	53
629	53
607	53
753	52
593	52
611	52
639	52
868	52
617	51
679	51
623	51
1470	50
784	50
646	50
664	49
667	49
638	48
656	48
1106	48
691	47
682	47
674	47
641	46
592	46
2086	46
657	46
671	45
704	45
836	45
661	45
697	45
668	45
676	44
673	44
631	44
692	44
647	43
614	43
632	43
723	43
683	43
736	42
681	42
747	42
952	42
589	42
649	42
741	41
687	41
2184	41
754	41
1680	41
789	41
1092	41
1036	40
1792	40
1512	39
698	39
643	39
689	39
707	39
713	39
662	38
1232	38
759	38
758	38
1554	38
826	38
709	37
782	37
1386	37
2128	37
748	37
703	37
688	37
945	36
712	36
1484	36
1540	35
746	35
776	35
2506	35
711	35
659	34
1974	34
727	34
2590	34
706	34
854	34
749	34
771	34
849	34
734	34
879	33
781	33
1246	33
722	33
2058	33
699	32
831	32
832	32
908	32
761	32
1638	32
767	32
2240	32
